title,url,year,authors,venue,type,access,key,ee
Remote Device Management via Smart Contracts.,https://dblp.org/rec/journals/tce/IslamK22,2022,"['Md. Nazmul Islam', 'Sandip Kundu']",IEEE Trans. Consumer Electron.,Journal Articles,closed,journals/tce/IslamK22,https://doi.org/10.1109/TCE.2021.3139584
Oracle-Supported Dynamic Exploit Generation for Smart Contracts.,https://dblp.org/rec/journals/tdsc/WangLLLAML22,2022,"['Haijun Wang', 'Ye Liu', 'Yi Li 0008', 'Shangwei Lin 0001', 'Cyrille Artho', 'Lei Ma 0003', 'Yang Liu 0003']",IEEE Trans. Dependable Secur. Comput.,Journal Articles,closed,journals/tdsc/WangLLLAML22,https://doi.org/10.1109/TDSC.2020.3037332
DAG-Based Smart Contract for Dynamic 6G Wireless EVs Charging System.,https://dblp.org/rec/journals/tgcn/RazmjoueiKDJS22,2022,"['Pouyan Razmjouei', 'Abdollah Kavousi-Fard', 'Morteza Dabbaghjamanesh', 'Tao Jin 0006', 'Wencong Su']",IEEE Trans. Green Commun. Netw.,Journal Articles,closed,journals/tgcn/RazmjoueiKDJS22,https://doi.org/10.1109/TGCN.2022.3170303
DHACS: Smart Contract-Based Decentralized Hybrid Access Control for Industrial Internet-of-Things.,https://dblp.org/rec/journals/tii/SahaKCDKAT22,2022,"['Rahul Saha', 'Gulshan Kumar', 'Mauro Conti', 'Tannishtha Devgun', 'Tai-Hoon Kim', 'Mamoun Alazab', 'Reji Thomas']",IEEE Trans. Ind. Informatics,Journal Articles,closed,journals/tii/SahaKCDKAT22,https://doi.org/10.1109/TII.2021.3108676
A study of application platform for smart contract visualization based blockchain.,https://dblp.org/rec/journals/tjs/JeongA22,2022,"['Soonhyeong Jeong', 'Byeongtae Ahn']",J. Supercomput.,Journal Articles,closed,journals/tjs/JeongA22,https://doi.org/10.1007/s11227-021-03879-1
Provably secure blockchain privacy-preserving smart contract centric dynamic group key agreement for large WSN.,https://dblp.org/rec/journals/tjs/NareshAR22,2022,"['Vankamamidi Srinivasa Naresh', 'V. V. L. Divakar Allavarpu', 'Sivaranjani Reddi']",J. Supercomput.,Journal Articles,closed,journals/tjs/NareshAR22,https://doi.org/10.1007/s11227-021-04175-8
A High Performance Concurrency Protocol for Smart Contracts of Permissioned Blockchain.,https://dblp.org/rec/journals/tkde/JinPQZZ22,2022,"['Cheqing Jin', 'Shuaifeng Pang', 'Xiaodong Qi', 'Zhao Zhang 0009', 'Aoying Zhou']",IEEE Trans. Knowl. Data Eng.,Journal Articles,closed,journals/tkde/JinPQZZ22,https://doi.org/10.1109/TKDE.2021.3059959
Multi-Party Payment Channel Network Based on Smart Contract.,https://dblp.org/rec/journals/tnsm/ChenLZB22,2022,"['Yanjiao Chen', 'Xuxian Li', 'Jian Zhang 0010', 'Hongliang Bi']",IEEE Trans. Netw. Serv. Manag.,Journal Articles,closed,journals/tnsm/ChenLZB22,https://doi.org/10.1109/TNSM.2022.3162592
Decentralized On-Chain Data Access via Smart Contracts in Ethereum Blockchain.,https://dblp.org/rec/journals/tnsm/ChishtiSB22,2022,"['Mohd Sameen Chishti', 'Farhan Sufyan', 'Amit Banerjee']",IEEE Trans. Netw. Serv. Manag.,Journal Articles,closed,journals/tnsm/ChishtiSB22,https://doi.org/10.1109/TNSM.2021.3120912
AC/DC: Adaptive Cutoffs and Disputable Cutoffs for Robust Critical Transactions in Smart-Contracts.,https://dblp.org/rec/journals/tnsm/KhalilD22,2022,"['Rami A. Khalil', 'Naranker Dulay']",IEEE Trans. Netw. Serv. Manag.,Journal Articles,closed,journals/tnsm/KhalilD22,https://doi.org/10.1109/TNSM.2022.3195064
Super-optimization of Smart Contracts.,https://dblp.org/rec/journals/tosem/AlbertGHRS22,2022,"['Elvira Albert', 'Pablo Gordillo', 'Alejandro Hernández-Cerezo', 'Albert Rubio', 'Maria Anna Schett']",ACM Trans. Softw. Eng. Methodol.,Journal Articles,closed,journals/tosem/AlbertGHRS22,https://doi.org/10.1145/3506800
Why Do Smart Contracts Self-Destruct? Investigating the Selfdestruct Function on Ethereum.,https://dblp.org/rec/journals/tosem/ChenXLG22,2022,"['Jiachi Chen', 'Xin Xia 0001', 'David Lo 0001', 'John C. Grundy']",ACM Trans. Softw. Eng. Methodol.,Journal Articles,closed,journals/tosem/ChenXLG22,https://doi.org/10.1145/3488245
Parallel and Asynchronous Smart Contract Execution.,https://dblp.org/rec/journals/tpds/LiuLCAS22,2022,"['Jian Liu 0012', 'Peilun Li', 'Raymond Cheng 0001', 'N. Asokan', 'Dawn Song']",IEEE Trans. Parallel Distributed Syst.,Journal Articles,closed,journals/tpds/LiuLCAS22,https://doi.org/10.1109/TPDS.2021.3095234
ReDefender: Detecting Reentrancy Vulnerabilities in Smart Contracts Automatically.,https://dblp.org/rec/journals/tr/LiPH22,2022,"['Bixin Li', 'Zhenyu Pan', 'Tianyuan Hu']",IEEE Trans. Reliab.,Journal Articles,closed,journals/tr/LiPH22,https://doi.org/10.1109/TR.2022.3161634
SPESC-Translator: Towards Automatically Smart Legal Contract Conversion for Blockchain-Based Auction Services.,https://dblp.org/rec/journals/tsc/ChenQZSWCY22,2022,"['E. Chen 0001', 'Bohan Qin', 'Yan Zhu 0010', 'Weijing Song', 'Shengdian Wang', 'William Cheng-Chung Chu', 'Stephen S. Yau']",IEEE Trans. Serv. Comput.,Journal Articles,closed,journals/tsc/ChenQZSWCY22,https://doi.org/10.1109/TSC.2021.3077291
SilentDelivery: Practical Timed-Delivery of Private Information Using Smart Contracts.,https://dblp.org/rec/journals/tsc/LiP22,2022,"['Chao Li 0023', 'Balaji Palanisamy']",IEEE Trans. Serv. Comput.,Journal Articles,closed,journals/tsc/LiP22,https://doi.org/10.1109/TSC.2021.3098858
Two-Level Stackelberg Game for IoT Computational Resource Trading Mechanism: A Smart Contract Approach.,https://dblp.org/rec/journals/tsc/YangLCCT22,2022,"['Zetao Yang', 'Kang Liu', 'Yufei Chen', 'Wuhui Chen', 'Mingdong Tang']",IEEE Trans. Serv. Comput.,Journal Articles,closed,journals/tsc/YangLCCT22,https://doi.org/10.1109/TSC.2020.3024729
SigRec: Automatic Recovery of Function Signatures in Smart Contracts.,https://dblp.org/rec/journals/tse/ChenLLWWHFZZLCZ22,2022,"['Ting Chen 0002', 'Zihao Li', 'Xiapu Luo', 'Xiaofeng Wang 0006', 'Ting Wang 0006', 'Zheyuan He', 'Kezhao Fang', 'Yufei Zhang', 'Hang Zhu', 'Hongwei Li 0001', 'Yan Cheng', 'Xiaosong Zhang 0001']",IEEE Trans. Software Eng.,Journal Articles,closed,journals/tse/ChenLLWWHFZZLCZ22,https://doi.org/10.1109/TSE.2021.3078342
Defining Smart Contract Defects on Ethereum.,https://dblp.org/rec/journals/tse/ChenXLGLC22,2022,"['Jiachi Chen', 'Xin Xia 0001', 'David Lo 0001', 'John C. Grundy', 'Xiapu Luo', 'Ting Chen 0002']",IEEE Trans. Software Eng.,Journal Articles,closed,journals/tse/ChenXLGLC22,https://doi.org/10.1109/TSE.2020.2989002
DefectChecker: Automated Smart Contract Defect Detection by Analyzing EVM Bytecode.,https://dblp.org/rec/journals/tse/ChenXLGLC22a,2022,"['Jiachi Chen', 'Xin Xia 0001', 'David Lo 0001', 'John Grundy 0001', 'Xiapu Luo', 'Ting Chen 0002']",IEEE Trans. Software Eng.,Journal Articles,closed,journals/tse/ChenXLGLC22a,https://doi.org/10.1109/TSE.2021.3054928
Aroc: An Automatic Repair Framework for On-Chain Smart Contracts.,https://dblp.org/rec/journals/tse/JinWWDZZ22,2022,"['Hai Jin 0001', 'Zeli Wang', 'Ming Wen 0001', 'Weiqi Dai', 'Yu Zhu', 'Deqing Zou']",IEEE Trans. Software Eng.,Journal Articles,open,journals/tse/JinWWDZZ22,https://doi.org/10.1109/TSE.2021.3123170
Challenges and Common Solutions in Smart Contract Development.,https://dblp.org/rec/journals/tse/KannengiesserLS22,2022,"['Niclas Kannengießer', 'Sebastian Lins', 'Christian Sander', 'Klaus Winter', 'Hellmuth Frey', 'Ali Sunyaev']",IEEE Trans. Software Eng.,Journal Articles,open,journals/tse/KannengiesserLS22,https://doi.org/10.1109/TSE.2021.3116808
Hedging Volumetric Risks of Solar Power Producers Using Weather Derivative Smart Contracts on a Blockchain Marketplace.,https://dblp.org/rec/journals/tsg/AlaoC22,2022,"['Olakunle Alao', 'Paul Cuffe']",IEEE Trans. Smart Grid,Journal Articles,closed,journals/tsg/AlaoC22,https://doi.org/10.1109/TSG.2022.3181256
A Distributed Authentication Scheme Based on Smart Contract for Roaming Service in Mobile Vehicular Networks.,https://dblp.org/rec/journals/tvt/XueLMLLW22,2022,"['Kaiping Xue', 'Xinyi Luo', 'Yongjin Ma', 'Jian Li 0031', 'Jianqing Liu', 'David S. L. Wei']",IEEE Trans. Veh. Technol.,Journal Articles,closed,journals/tvt/XueLMLLW22,https://doi.org/10.1109/TVT.2022.3148303
A blockchain and smart contract-based data provenance collection and storing in cloud environment.,https://dblp.org/rec/journals/winet/JyotiC22,2022,"['Amrita Jyoti', 'R. K. Chauhan']",Wirel. Networks,Journal Articles,closed,journals/winet/JyotiC22,https://doi.org/10.1007/s11276-022-02924-y
A survey of application research based on blockchain smart contract.,https://dblp.org/rec/journals/winet/LinZLJS22,2022,"['Shiyi Lin', 'Lei Zhang 0052', 'Jing Li 0087', 'Li-li Ji', 'Yue Sun']",Wirel. Networks,Journal Articles,closed,journals/winet/LinZLJS22,https://doi.org/10.1007/s11276-021-02874-x
Gas Fee Reduction by Detecting Loop Fusible Patterns in Ethereum Smart Contract.,https://dblp.org/rec/conf/IEEEants/KaurTT22,2022,"['Kawaldeep Kaur', 'Shubham Tomar', 'Meenakshi Tripathi']",ANTS,Conference and Workshop Papers,closed,conf/IEEEants/KaurTT22,https://doi.org/10.1109/ANTS56424.2022.10227770
Security on Ethereum: Ponzi Scheme Detection in Smart Contract.,https://dblp.org/rec/conf/aaim/ZhangYYJZ22,2022,"['Hongliang Zhang', 'Jiguo Yu', 'Biwei Yan', 'Ming Jing', 'Jianli Zhao']",AAIM,Conference and Workshop Papers,closed,conf/aaim/ZhangYYJZ22,https://doi.org/10.1007/978-3-031-16081-3_38
Research on the Application of Blockchain Smart Contract in Software Supply Chain Management.,https://dblp.org/rec/conf/accc/XuYX22,2022,"['Shuaijianni Xu', 'Yaodong You', 'Yuanying Xiao']",ACCC,Conference and Workshop Papers,closed,conf/accc/XuYX22,https://doi.org/10.1109/ACCC58361.2022.00020
CCOM: Cost-Efficient and Collusion-Resistant Oracle Mechanism for Smart Contracts.,https://dblp.org/rec/conf/acisp/WuWGZHKCL22,2022,"['Xiaofei Wu', 'Hao Wang 0007', 'Chunpeng Ge', 'Lu Zhou 0002', 'Qiong Huang 0001', 'Lanju Kong', 'Lizhen Cui', 'Zhe Liu 0001']",ACISP,Conference and Workshop Papers,closed,conf/acisp/WuWGZHKCL22,https://doi.org/10.1007/978-3-031-22301-3_22
Leveraging Blockchain-Based Smart Contracts in the Management of Supply Chain: Evidence from Carrefour UAE.,https://dblp.org/rec/conf/acit3/EletterEYQAB22,2022,"['Shorouq Eletter', 'Ghaleb A. Elrefae', 'Tahira Yasmin', 'Amer Qasem', 'Abdul Razzak Alshehadeh', 'Abdelhafid Belarbi']",ACIT,Conference and Workshop Papers,closed,conf/acit3/EletterEYQAB22,https://doi.org/10.1109/ACIT57182.2022.9994083
Vulnerability Detection for Smart Contract via Backward Bayesian Active Learning.,https://dblp.org/rec/conf/acns/ZhangTCSLCW22,2022,"['Jiale Zhang', 'Liangqiong Tu', 'Jie Cai', 'Xiaobing Sun 0001', 'Bin Li 0006', 'Weitong Chen', 'Yu Wang']",ACNS Workshops,Conference and Workshop Papers,closed,conf/acns/ZhangTCSLCW22,https://doi.org/10.1007/978-3-031-16815-4_5
Smart Contracts for Certified and Sustainable Safety-Critical Continuous Monitoring Applications.,https://dblp.org/rec/conf/adbis/EliaBPPCBA22,2022,"['Nicola Elia', 'Francesco Barchi', 'Emanuele Parisi', 'Livio Pompianu', 'Salvatore Carta', 'Andrea Bartolini', 'Andrea Acquaviva']",ADBIS,Conference and Workshop Papers,closed,conf/adbis/EliaBPPCBA22,https://doi.org/10.1007/978-3-031-15740-0_27
Automatic Monitoring System for Security Using IoT Devices and Smart Contracts.,https://dblp.org/rec/conf/aina/IwataO22,2022,"['Kotono Iwata', 'Kazumasa Omote']",AINA,Conference and Workshop Papers,closed,conf/aina/IwataO22,https://doi.org/10.1007/978-3-030-99584-3_18
Real-Time Coordination of a Foraging Robot Swarm Using Blockchain Smart Contracts.,https://dblp.org/rec/conf/antsw/PachecoSRD22,2022,"['Alexandre Pacheco', 'Volker Strobel', 'Andreagiovanni Reina', 'Marco Dorigo']",ANTS Conference,Conference and Workshop Papers,closed,conf/antsw/PachecoSRD22,https://doi.org/10.1007/978-3-031-20176-9_16
Home IoT device management blockchain platform using smart contracts and a countermeasure against 51% attacks.,https://dblp.org/rec/conf/apit/MoonSSJ22,2022,"['Ho-Se Moon', 'Jaegeun Song', 'Hyeonwoo Shin', 'Juwook Jang']",APIT,Conference and Workshop Papers,closed,conf/apit/MoonSSJ22,https://doi.org/10.1145/3512353.3512381
Data Flow Reduction Based Test Case Generation for Smart Contracts.,https://dblp.org/rec/conf/apsec/JiZZD22,2022,"['Shunhui Ji', 'Shaoqing Zhu', 'Pengcheng Zhang', 'Hai Dong']",APSEC,Conference and Workshop Papers,closed,conf/apsec/JiZZD22,https://doi.org/10.1109/APSEC57359.2022.00027
Grey-box Fuzzing Based on Execution Feedback for EOSIO Smart Contracts.,https://dblp.org/rec/conf/apsec/LiWYSFS22,2022,"['Wenyin Li', 'Meng Wang 0021', 'Bin Yu 0008', 'Yuhang Shi', 'Mingxin Fu', 'You Shao']",APSEC,Conference and Workshop Papers,closed,conf/apsec/LiWYSFS22,https://doi.org/10.1109/APSEC57359.2022.00012
SCAR: Smart Contract Alarm Ranking.,https://dblp.org/rec/conf/apsec/TranV22,2022,"['Trung Kien Tran', 'Hieu Dinh Vo']",APSEC,Conference and Workshop Papers,closed,conf/apsec/TranV22,https://doi.org/10.1109/APSEC57359.2022.00060
Bytecode Obfuscation for Smart Contracts.,https://dblp.org/rec/conf/apsec/YuZDXJ22,2022,"['Qifan Yu', 'Pengcheng Zhang', 'Hai Dong', 'Yan Xiao 0002', 'Shunhui Ji']",APSEC,Conference and Workshop Papers,closed,conf/apsec/YuZDXJ22,https://doi.org/10.1109/APSEC57359.2022.00083
How are Solidity smart contracts tested in open source projects? An exploratory study.,https://dblp.org/rec/conf/ast/PalechorB22,2022,"['Luisa Palechor', 'Cor-Paul Bezemer']",AST@ICSE,Conference and Workshop Papers,closed,conf/ast/PalechorB22,https://doi.org/10.1145/3524481.3527228
User-Defined Smart Contracts Using Answer Set Programming.,https://dblp.org/rec/conf/ausai/PurnellS22,2022,"['Kevin Purnell', 'Rolf Schwitter']",AI,Conference and Workshop Papers,closed,conf/ausai/PurnellS22,https://doi.org/10.1007/978-3-030-97546-3_24
Making Smart Contracts Predict and Scale.,https://dblp.org/rec/conf/bcca/BadruddojaDHTSU22,2022,"['Syed Badruddoja', 'Ram Dantu', 'Yanyan He', 'Mark A. Thompson', 'Abiola Salau', 'Kritagya Upadhyay']",BCCA,Conference and Workshop Papers,closed,conf/bcca/BadruddojaDHTSU22,https://doi.org/10.1109/BCCA55292.2022.9922480
Smarter Contracts to Predict using Deep-Learning Algorithms.,https://dblp.org/rec/conf/bcca/BadruddojaDHTSU22b,2022,"['Syed Badruddoja', 'Ram Dantu', 'Yanyan He', 'Mark A. Thompson', 'Abiola Salau', 'Kritagya Upadhyay']",BCCA,Conference and Workshop Papers,closed,conf/bcca/BadruddojaDHTSU22b,https://doi.org/10.1109/BCCA55292.2022.9922240
Supporting Long-term Transactions in Smart Contracts.,https://dblp.org/rec/conf/bcca/LiuBJ22,2022,"['Christian G. Liu', 'Peter Bodorik', 'Dawn N. Jutla']",BCCA,Conference and Workshop Papers,closed,conf/bcca/LiuBJ22,https://doi.org/10.1109/BCCA55292.2022.9922193
A Medical Device Management System Using Smart Contract on Blockchain.,https://dblp.org/rec/conf/besc/YaoZHNNS22,2022,"['Xin Yao', 'Xiangguo Zhao', 'Rui He', 'Hulin Nie', 'Haojie Nie', 'Shichao Sun']",BESC,Conference and Workshop Papers,closed,conf/besc/YaoZHNNS22,https://doi.org/10.1109/BESC57393.2022.9994887
An Improved Vulnerability Detection System of Smart Contracts Based on Symbolic Execution.,https://dblp.org/rec/conf/bigdataconf/YaoLYL22,2022,"['Yao Yao', 'Hui Li 0022', 'Xin Yang 0019', 'Yiwang Le']",IEEE Big Data,Conference and Workshop Papers,closed,conf/bigdataconf/YaoLYL22,https://doi.org/10.1109/BigData55660.2022.10020730
A Semantic Analysis-Based Method for Smart Contract Vulnerability.,https://dblp.org/rec/conf/bigdatasec/YanWG22,2022,"['Xingrun Yan', 'Shuo Wang', 'Keke Gai']",BigDataSecurity/HPSC/IDS,Conference and Workshop Papers,closed,conf/bigdatasec/YanWG22,https://doi.org/10.1109/BigDataSecurityHPSCIDS54978.2022.00015
Prototyping a Smart Contract Application for Fair Reward Distribution in Software Development Projects.,https://dblp.org/rec/conf/blockchain/DiaRAJ22,2022,"['Agostino Di Dia', 'Tim Riebner', 'Alexander Arntz', 'Marc Jansen']",BLOCKCHAIN,Conference and Workshop Papers,closed,conf/blockchain/DiaRAJ22,https://doi.org/10.1007/978-3-031-21229-1_13
TAIRA-BSC - Trusting AI in Recruitment Applications through Blockchain Smart Contracts.,https://dblp.org/rec/conf/blockchain2/AleisaABW22,2022,"['Monirah Ali Aleisa', 'Mona Alshahrani', 'Natalia Beloff', 'Martin White']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/AleisaABW22,https://doi.org/10.1109/Blockchain55522.2022.00059
Proposal of a smart contract-based security token management system.,https://dblp.org/rec/conf/blockchain2/FujimotoO22,2022,"['Shingo Fujimoto', 'Kazumasa Omote']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/FujimotoO22,https://doi.org/10.1109/Blockchain55522.2022.00065
Data Integrity Verification in Network Slicing using Oracles and Smart Contracts.,https://dblp.org/rec/conf/blockchain2/GoncalvesAVL22,2022,"['João Paulo de Brito Gonçalves', 'Gustavo Alochio', 'Rodolfo da Silva Villaça', 'Roberta Lima-Gomes']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/GoncalvesAVL22,https://doi.org/10.1109/Blockchain55522.2022.00073
IoT Data Storage on a Blockchain Using Smart Contracts and IPFS.,https://dblp.org/rec/conf/blockchain2/GoncalvesSVL22,2022,"['João Paulo de Brito Gonçalves', 'Gabriel Spelta', 'Rodolfo da Silva Villaça', 'Roberta Lima-Gomes']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/GoncalvesSVL22,https://doi.org/10.1109/Blockchain55522.2022.00078
A Scalable Blockchain-based Smart Contract Model for Decentralized Voltage Stability Using Sharding Technique.,https://dblp.org/rec/conf/blockchain2/HonariZRDLLM22,2022,"['Kimia Honari', 'Xiaotian Zhou', 'Sara Rouhani', 'Scott Dick', 'Hao Liang 0002', 'Yunwei Li', 'James Miller 0001']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/HonariZRDLLM22,https://doi.org/10.1109/Blockchain55522.2022.00026
CASC: Content Addressed Smart Contracts.,https://dblp.org/rec/conf/blockchain2/KnechtS22,2022,"['Markus Knecht', 'Burkhard Stiller']",Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/KnechtS22,https://doi.org/10.1109/Blockchain55522.2022.00052
Security Vulnerabilities and Countermeasures of Smart Contracts: A Survey.,https://dblp.org/rec/conf/blockchain2/Sifra22,2022,[],Blockchain,Conference and Workshop Papers,closed,conf/blockchain2/Sifra22,https://doi.org/10.1109/Blockchain55522.2022.00080
WaLi: Control-Flow-Based Analysis of Wasm Smart Contracts.,https://dblp.org/rec/conf/blocksys/YangLZ22,2022,"['Shuo Yang', 'Huizhong Li', 'Zibin Zheng']",BlockSys,Conference and Workshop Papers,closed,conf/blocksys/YangLZ22,https://doi.org/10.1007/978-981-19-8043-5_23
Measuring the Effects of Confidants on Privacy in Smart Contracts.,https://dblp.org/rec/conf/bpm/KopkeN22,2022,"['Julius Köpke', 'Michael Necemer']",BPM,Conference and Workshop Papers,closed,conf/bpm/KopkeN22,https://doi.org/10.1007/978-3-031-16168-1_6
Pupa: Smart Contracts for BPMN with Time-Dependent Events and Inclusive Gateways.,https://dblp.org/rec/conf/bpm/NahaZ22,2022,"['Rodrigue Tonga Naha', 'Kaiwen Zhang 0001']",BPM,Conference and Workshop Papers,closed,conf/bpm/NahaZ22,https://doi.org/10.1007/978-3-031-16168-1_2
